question,sql
"How many referrals were reported per hour from Friday to 0600hrs Monday in the force area?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"Can you provide hourly referral data from Friday to 0600hrs on Monday for the force area?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"What was the hourly breakdown of referrals in the force area from Friday to 0600hrs Monday?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"How many referrals were logged each hour from Friday to 0600hrs Monday in the force area?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"Provide the referral counts per hour for the force area between Friday and 0600hrs Monday.","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"Can you share the number of referrals per hour in the force area from Friday to Monday 0600hrs?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"What were the hourly referral figures in the force area from Friday through Monday morning 0600hrs?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"Provide the number of referrals for each hour from Friday to 0600hrs Monday in the force area.","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"How many referrals were received per hour from Friday to 0600hrs Monday within the force area?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
"Can I get the referral data per hour in the force area from Friday until 0600hrs on Monday?","WITH HourlyReferrals AS (
  SELECT 
    CONVERT(DATE, ReferralCreatedDateTime) AS ReferralDate,
    DATEPART(HOUR, ReferralCreatedDateTime) AS ReferralHour,
    COUNT(*) AS NumberOfReferrals
  FROM Referrals 
  WHERE 
    ReferralCreatedDateTime >= '2023-10-01' AND
    ReferralCreatedDateTime < '2023-10-06'
  GROUP BY CONVERT(DATE, ReferralCreatedDateTime), DATEPART(HOUR, ReferralCreatedDateTime)
)
SELECT
  ReferralDate,
  ReferralHour,
  NumberOfReferrals
FROM HourlyReferrals
ORDER BY ReferralDate, ReferralHour;"
