question,sql
"How many military veterans have been seen by healthcare from the 1st of January 2024 and referred to a suitable Military Veterans pathway?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"How many military veterans have been seen by healthcare since January 1st, 2024, and referred to a Military Veterans pathway?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"Can you tell me the number of military veterans seen by healthcare since January 2024 and referred to the Military Veterans pathway?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"How many veterans have been referred to the Military Veterans pathway by healthcare since January 1st, 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"What is the number of military veterans seen by healthcare and referred to a Military Veterans pathway since January 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"How many veterans have been seen by healthcare and referred to the Military Veterans pathway from January 1st, 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"Can you provide the number of military veterans referred to a suitable pathway after being seen by healthcare since January 1st, 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"How many veterans have been identified by healthcare and referred to a Military Veterans pathway since January 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"What is the total number of military veterans seen by healthcare and referred to a pathway for veterans since January 1st, 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
"Can you tell me how many military veterans were referred to the Veterans pathway after being seen by healthcare since January 1st, 2024?","SELECT HcpPatients.Id, HcpPatients.Forename, HcpPatients.Surname, HcpPatients.Gender, Maintenance_ArmedForcesType.Name
FROM   HcpPatients INNER JOIN
Maintenance_ArmedForcesType ON HcpPatients.ArmedForcesTypeId = Maintenance_ArmedForcesType.Id
where HcpPatients.ArmedForcesTypeId  in (1,2);"
