question,sql
"Can you spilt this presenting complaint between Physical Health, Mental Health and other?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"Can you provide the breakdown of presenting complaints from these results?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"What is the presenting complaint breakdown from these data?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"Can you tell me the main presenting complaints based on the results?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"What were the primary presenting complaints from the individuals in these results?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"Can you give me a breakdown of the presenting complaints from these cases?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"What are the presenting complaints shown in the results?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"Could you share the presenting complaint distribution from these findings?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"What is the breakdown of presenting complaints based on this data?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
"Can you provide a detailed analysis of presenting complaints from these cases?","WITH PatientsComplaintType AS (
	SELECT 
		ch.Maintenance_ComplaintTypeId AS ComplaintTypeId,
		mcType.[Name] as PresentingComplaint ,
		COUNT(hp.Id) as RecordCount
	FROM PresentingComplaintHistory AS pch
	JOIN Referrals AS r
	ON pch.ReferralId = r.Id
	JOIN HcpPatients AS hp
	on r.DetainedPersonId = hp.DetainedPersonId
	JOIN ComplaintsHistory AS ch
	ON ch.PresentingComplaintHistoryId = pch.Id
	JOIN Maintenance_ComplaintType as mcType
	ON mcType.Id = ch.Maintenance_ComplaintTypeId
	WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
	GROUP BY ch.Maintenance_ComplaintTypeId, mcType.[Name], hp.Id
) 
SELECT 
	PresentingComplaint, 
	SUM(RecordCount) AS PresentingComplaintCount
FROM PatientsComplaintType
GROUP BY ComplaintTypeId, PresentingComplaint;"
